id,text,url,HS,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
407,pentingnya anggota DPR punya pendidikan tinggi.,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,0,0,0,0,0,0,0,0,0,0,0
408,Nilai 6,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,0,0,0,0,0,0,0,0,0,0,0
409,"Nasi dah jadi bubur ,ahmad saroni",https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
410,Kebanyakan pake kobra hitam lu 😂😂😂,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
411,Gakk jadi tolol kalau mainnya di #marketslot,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,0,0,0,0,0,0,0,0,0,0,0
412,Ahmad sahroni harus di penjara oleh pihak kepolisian,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,0,0,1
413,Mulutmu adalah harimaumu,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,0,0,0,0,0,0,0,0,0,0,0
414,Si Roni ayu datang ke Kalimantan biar ku kasih hadiah,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,0,0,0,0,0,0,0,0,0,0,0
415,Lebih baik DPR d bubarkn..buat ap d gaji kalo GK pecus mengurusi rakyt..yg d urusin kepetingany aj..,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,0,1,0,0,0,0,1,0,1,0
416,Yg tolol kamu sahroni kekuasaan ada ditangan rakyat ada undang2nya,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
417,Mana ada DPR benar222 waduhhh2,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,0,1,0,0,0,0,1,0,1,0
418,Gak usah ikut memutar balik dan membela sahroni... berayi kamu sama tolnya,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
419,Bacot sharoni....banyak.ternyata terbongkar nilai rata2 di SMA hanya rata2 6 saja,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
420,Apa isi seluruh anggota nasdem seperti mereka???,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,0,1,0,0,0,0,1,0,1,0
421,"dia bilang orang tolol sedunia, dia saja ijazahnya rata rata nilainya 6🤣. rumahnya udah dijarah,🤣",https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
422,Ini akibat nya  orang yang berbuat dosa 😂😂😂😂,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,0,0,0,0,0,0,0,0,0,0,0
423,"Jangan bertele"" apa pun alasannya bubar kan DPR yang tolol sedunia itu Ahmad Sahroni🤮🤤",https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
424,Hey Ahmad nilai mu rata rata 6 dasar goblok gw rata rata 80 ni bosss,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
425,BOTI banyak gaya si Sahroni,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
426,"Sombong banget kamu sekarang, rasain lu....
Tobat dan minta ampun sama Allah",https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
427,Apa tunggu DPR...kita revolusi?siapa bilang tidak bisa!!!,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,0,1,0,0,0,0,1,0,1,0
428,Nasi sudah jadi bubur.klarifikasi juga percuma .rakyat sudah terlanjur marah.,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
429,SAYA DARI BAYI SDH TAU KALO TOLOL ITU APA ARTINYA....HARUSNYA DIA BELAJAR ARTI KALIMAT  !!!,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,0,0,0,0,0,0,0,0,0,0,0
430,Kelihatannya orang ini memang sombong dari dulu,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
431,"Sudah salah masih bela diri terlambat, menyesal pasti di kemudian hari, percuma saja Ron Ron",https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
432,Parah nih sahroni,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
433,Kata Bu widya.uang bansos itu 200 T.bukan dikit ya.yg baru disalurkan 20 T.sisanya kemana.???.sri mulyani jgn diam aje lho.ngomong uang hasil sitaan kpk mn.😂😂😂,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
434,Sahroni yg tolol.yg bikin kamu duduk dikursi dpr siapa yg dukung.sekarang saya gk butuh sahroni.sombong kali kau ya.tunggu azab dr tuhan.😂😂😂,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
435,"Ya kn yg demo minta DPR dibubarkan itu orang nya ribuan om? Mksdnya gmn td blg bkn ditujukan untuk masyarakat tp pd orang nya yg menyebut DPR bs dibubarkan jd yg pd demo itu bkn orang atau mahluk apa itu om? Sy nnya Krn bingung atau mungkin sy termasuk yg pinter sedunia ky ya om, canda ya 😂",https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,0,0,0,0,0,0,0,0,0,0,0
436,Skg rumahmu hartmu sudah di jarah.ngaain lagi ngomong.lambaaaaat sudah,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
437,Tolol Ahmad Sahroni Jangan kabur ini semua gara2 kmu,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
438,Berarti hampir semua warga negara indonesia orang tolol dong😂😂😂,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,0,1,0,0,0,0,1,0,1,0
439,Tuh yg pada pake baju kuning dan kerudung merah di copot juga,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,0,0,0,0,0,0,0,0,0,0,0
440,"Wakil Rakyat Sobo Lokalisasi 
Yo raine Menungso iki 

Piye tanggung jawab e presiden
Jelas cangkem Rusak malah Gaji dinaikkan",https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
441,Aman mental gak skrg dpr😂,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,0,0,0,0,0,0,0,0,0,0,0
442,Aura nya negatif banget!!!,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,0,0,0,0,0,0,0,0,0,0,0
443,BAKAR AJ CAK..,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,0,0,0,0,0,0,0,0,0,0,0
444,"Bubarin aja DPR !! Hanya ngabisin uang negara. Kerja santai, berjoget ria, tidur, nonton film porno
 Kerja begitu kok minta tunjangan 50 Jt.",https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,0,1,0,0,0,0,1,0,0,1
445,Panik dia,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
446,Yg tolol tu kamu nilai jazahmu aj rata 6 semua😂😂😂😂,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
447,"Jaga ucapanmu bos.jgn mentang2 kaya mengatai masyarakat itu tolol, giliran dah terjadi seperti ini kamu lari dari masalah 😂",https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
448,Pengawas pemerintah atau kong kalikong?,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,0,0,0,0,0,0,0,0,0,0,0
449,"pejabat kok ngomong tolol, tolol artinya bjelek mas brow",https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
450,"Ujung2nya hilaflah apalah
Basi lho Sahroni",https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
451,Kalau tidak ada si tolol anda tidak akan mmenikmati hidup seperti saat ini,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
452,Eeeee...yaaaa....eeee....yaaa...ayo kita joget...brooo ..asexxxx❤😂😂,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,0,0,0,0,0,0,0,0,0,0,0
453,"Kendali yang mana kah yang di maksut,,, skalian aja gk sih punya pemimpin diktator tang menghukum marti setiap koruptor,,,, selama koruptor masih ada negara gak akan pernah bersaing dengan negara maju,,, bisa pun sulit harus mendaki dengan kaki hancur dan tangan penuh luka😭😭😭😭",https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
454,"Sasanget-sangetna leuweung , moal leuwih sanget ti batan sungut",https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,0,0,0,0,0,0,0,0,0,0,0
455,Anjing lagi bacot😂😂,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
456,Ron isukan muat kesik ..,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,0,0,0,0,0,0,0,0,0,0,0
457,MULUT MU HARIMAU MU😂😂😂😂😂 SEKARANG LHO RASAKAN !!!!!!😂😂😂😂😂,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
458,Siapa yg tolol ayo 😂😂😂😂,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
459,T,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,0,0,0,0,0,0,0,0,0,0,0
460,Inget bapak DPR dan ibu DPR waktu bapak ibu minta di pilih sama rakyat sekarang udah terpilih malah joget joget di atas penderita an rakyat.mana yg di bilang wakilin rakyat bu. Pak,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,0,0,0,0,0,0,0,0,0,0,0
461,Anggota DPR yang paling bodoh,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,0,1,0,0,0,0,1,0,1,0
462,Manusia pinter ngeles dasar sombong serta congkak,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
463,Orang tollol yg punya nilai fantastis..wkwkwk tollol yg ngomong tollol,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
464,😂😂 hancur rumah nya inj siapa namanya mampus loh,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
465,Ojo sok ngomong ngawor kowe,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
466,Sok jago,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
467,Ok kalau begitu,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,0,0,0,0,0,0,0,0,0,0,0
468,"Kapok kan boss gara""ucapanmu itu semoga DPR bisa di bubarkan 😂",https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,0,1,0,0,0,0,1,0,0,1
469,"Iyak org nilai di Ijazahnya aja rata-rata 6,8 😂",https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,0,0,0,0,0,0,0,0,0,0,0
470,Hanya Syahroni wakil rakyat terpintar sedunia'.,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,0,0,0,0,0,0,0,0,0,0,0
471,Terlambaattt,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,0,0,0,0,0,0,0,0,0,0,0
472,Gak perlu,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,0,0,0,0,0,0,0,0,0,0,0
473,Anjing sahroni,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
474,Halal darah Ahmad Syahroni,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,0,0,0,0,0,0,0,0,0,0,0
475,wedos iku,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,0,0,0,0,0,0,0,0,0,0,0
476,"Pemilih syahroni jangan tolol lagi nanti, berapapun dia kasih uang waktu pemilu jangan pikih lagi .
Catat iya",https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
477,bubaaaar🎉🎉🎉😂😂😂😂😂,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,0,0,0,0,0,0,0,0,0,0,0
478,Baxak bacot lo ni ni,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
479,Tapi lo jadi petugas itu jangan semena mena mad..karna lo jadi pejabat itu untuk jdi pelayan masyarakat mad untuk menyalurkan aspirasi rakyat bukan menginjak rakyat karna lo jdi pejabat di gajih dari uang rakyat,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
480,"Perwakilan rakyat bilang bosnya ""RAKYAT"" orang tolol. Sekarang bosnya pada marah dan dia di jarah. Kl memang kita kerja bener tanpa ada udang di balik batu, disuruh keluar, ya pasti santai aja, tpi membela diri supaya menunjukan pentingnya dirinya untuk tetap disitu, nah ini tanda tanya besar.",https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
481,"yg meminta DPR, dibubarkan kan enang rakyat indonesia,y jelas"" dia mentololkan rakyat indonesia.",https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,0,1,0,0,0,0,1,0,1,0
482,Parah ni orang,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
483,Hala buktinya era suharto Dpr sebagai pengawas pemerintah apa yg bisa diawasi nol besar justru yg koropsi kepala negaranya,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
484,Layak dibubarkan,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,0,1,0,0,0,0,1,0,0,1
485,Alah alasan buat pembelaan diri,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
486,"Yg ada depr cuma menguras rakyat apalagi yg joget2 kerudung merah tu
Kerudung mwlambangkan keademan rapi akhlaknya kyk swtan menhina kerudungnya swndiri",https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
487,semua ada hikmahnya,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,0,0,0,0,0,0,0,0,0,0,0
488,Pencak silat langka tapi jurus silat lidah masih dilestarikan anggota DPR !,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,0,0,0,0,0,0,0,0,0,0,0
489,Halah taikk sudah saya catatt,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,0,0,0,0,0,0,0,0,0,0,0
490,Logika berfikir seperti apa paj sahroni...yg berfikir itu rakyat...lah berarti rakyat tolol ya 😂😂😂...Ingat Tuhan tdk tutup mata sahroni..,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
491,"Jancok Lou Sahroni Lou dewan tak tau diri,catat gaji Lou dari rakyt jgn kau lebih kuasa dari rakyt,ijasah Lou nilai rendah Lou jadi anggota dewan beli ya",https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
492,kata-katanya dibalas dengan karma instan tunai...😂😂😂,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,0,0,0,0,0,0,0,0,0,0,0
493,rekomen bgttt sama kesayangan yang 1 ini 💫𝐋𝐆𝐎𝐈𝐍𝐃𝐎💫,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,0,0,0,0,0,0,0,0,0,0,0
494,"Saya melihat mereka joget joget dalam gedung, mengingatkan saya jaman PKI,",https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,0,0,0,0,0,0,0,0,0,0,0
495,Barati gusdur juga dianggap orang tolol sedunia sama sahroni. Parah,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
496,Berati yang demo orang tolol semua maksudnya sahroni. Payah,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,0,1,0,0,0,0,1,0,1,0
497,Sepertinya cocok dibubarkan,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,0,1,0
498,GAK USAH BALIK LAGI KEINDONESIA,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,0,0,0,0,0,0,0,0,0,0,0
499,"Yg tolol Sahroni, yg g bisa jaga ucapan, masyarakat lebih pintar dan bijak, dan nurut, .",https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
500,Mana si brewok surya paloh dak berani pecat ahmad sengkuni,https://youtu.be/1PToDAUKA3E?si=bfT92NkiXfsjZgM6,1,1,0,0,0,0,0,1,1,0,0
501,"DIA BILANG : SAYA GAK SENGAJA ,SAYA KIRA ITU BATU. BATU KEPALA BAPAK LOE",https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,0,0,0,0,0,0,0,0,0,0,0
502,Gara gara polisi affan kurniawan udah gak ada,https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,0,0,0,0,0,0,0,0,0,0,0
503,"Maaf, ini mewakili kompolnas loh ya, pengawasnya kepolisian.. Bukan juru bicaranya kepolisian.. Menyanpaikan kok   seperti itu.. Lalu dikatakan  ""menurut penjelasan... , bahwa..."" Penjelasan siapa ? Penjelasan tukang bengkel kah? 
Tuh mobil sebenarnya tahu kalo sdh menabrak, dan sdh berhenti.. Mengapa malah lanjut jalan.. Kan jadi terlindas lagi.. 
Seingetku itu mobil jalan maju.. Bukan mundur, knapa kambing hitamkan Spion..  Knapa ga skalian saja bilang karena AC mobil mati.. Apa iya  menganggap publik bodoh.. Apa tdk terpikir alasan ini akan menampar muka sndiri.. Malu lah... Lalu yang mengendarai, sy tdak bisa membayangkan betapa terngiang-ngiang terus kejadian ini, (jika iya sih) Jadilah ksatria.. Akui kesalahan, jangan menunggu pimpinan mencontohkan.. Semoga ada hikmahnya..",https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,0,0,0,0,0,0,0,0,0,0,0
504,"Kalau spion kendaraan rakyat rusak ,pasti ditilang,",https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,0,0,0,0,0,0,0,0,0,0,0
505,"spion kiri rusak, halah.. 🙄  yg namanya salah ya ttp salah. menghilangkan nyawa lg.. ga ush belaga nyari pembenaran kau rohmat..",https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,0,0,0,0,0,0,0,0,0,0,0
506,Itu kalau kecilnya kelinci itu jadi arwah ojo,https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,0,0,0,0,0,0,0,0,0,0,0
507,"Kok bisa orang sebejat ini gak  dipecat  padahal udah jelas nabrak orang yang bahkan cari nafkah buat keluarganya😠😠😠😠😠😠😠😠😠😠



 pemimpin polisi aku udah pasti black list orang ini",https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,1,1,0,0,0,0,0,1,1,0,0
508,Apa urusan nya spion sama nabrak orang tabrakan itu jelas di sngaja nabrak nya harus di hukum mati,https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,1,1,0,0,0,0,0,1,1,0,0
509,Hahaha baru tau sepion buat liat kedepan🤣,https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,0,0,0,0,0,0,0,0,0,0,0
510,A Affan d dah m mati😢,https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,0,0,0,0,0,0,0,0,0,0,0
511,Tak sengaja..tp orangnya sdh jatuh msh dilindas,https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,0,0,0,0,0,0,0,0,0,0,0
512,woi itu kakak gua itu sengaja ayo demo lagi,https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,1,1,0,0,0,0,0,1,1,0,0
513,"Kalo dia ngegas di tengah kerumunan massa, pasti ada risiko nabrak orang. Kecuali dia mengemudi pas jalan kosong, massa di kiri-kanan, tiba2 Affan masuk atau didorong, baru bisa bilang ga sengaja. Udah bunuh orang kok banyak alasan.",https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,0,0,0,0,0,0,0,0,0,0,0
514,Boleh lah alasan spion rusak kalau mobil jalannya mundur pas lagi nabrak,https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,0,0,0,0,0,0,0,0,0,0,0
515,"Terserah kau saja, mau disengaja ataupun tidak disengaja, pada akhirnya tidak dapat kau bantah bahwa kau telah membunuh seorang warga yang tidak bersalah.",https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,1,1,0,0,0,0,0,1,1,0,0
516,Mn ada hukum yg benar buat polisi..jelas2 dah berhenti trus jalan lagi kok gak sengaja.ngeles banget jawabnya,https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,1,1,0,0,0,0,0,1,1,0,0
517,alasan.abal.abal,https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,0,0,0,0,0,0,0,0,0,0,0
518,"Udh kalo terjadi pling minta mf,, dan alasan ini itulah,,entr kalo",https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,0,0,0,0,0,0,0,0,0,0,0
519,"Spion ssuai kegunaan
G msuk akal
Logika nya nmanya menabrak dri dpan psti terlihat dri kaca dpan, klo alsan spion rsak, tntu kjadian nya terserempet dri kiri mngenai ban blakang kiri
Alsan g msuk akal laahhh
Bullshiit",https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,0,0,0,0,0,0,0,0,0,0,0
520,Eksiden ini perlu juga tanggung jawab DPR ula dari anggota DPR maka semua ini terjadi sampai bahkan makan korban nyawa .,https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,0,0,0,0,0,0,0,0,0,0,0
521,Emang Sambo sama Sambo ya akur,https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,0,0,0,0,0,0,0,0,0,0,0
522,Ibuk ini g malu....berbohong di depan publik....,https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,0,0,0,0,0,0,0,0,0,0,0
523,Mobil maju ke depan. Ko nyalahin kaca spion rusak....hahaaaa termul.,https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,0,0,0,0,0,0,0,0,0,0,0
524,HARUSNYA RANTIS GAK MUSTI HARUS TURUN DAN MELAJU SUASANA PENDEMO PADAT MEMENUHI JALAN...SEDANGKAN BRIBDA ROCHMAT DALAM PENGAKUANNYA DIPERINTAHKAN. BLANK SPOT DAN PERINTAH KOK MENYATU YA....???,https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,0,0,0,0,0,0,0,0,0,0,0
525,"Suatu alasan yg sgt2 tdk masuk akal. Kl memang tdk sengaja.,apakah ia itu buta., apakah ia tdk punya pikiran., dan apakah nyawa seseorang itu tdk ada harganya.!!! Hati2 kl bicara dlm hal kesalahan fatal ini.!!! Anda bisa mengelak., tapi yg pasti bahwa allah itu maha tau kl anda berdusta dan tidaknya.‼️ JADI PENGHIANAT BOLEH., TETAPI JANGAN SESEKALI MENHIANATI RAKYAT KECIL YG HIDUPNYA TERANIAYA ITU.‼️🥶🥶🥶",https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,0,0,0,0,0,0,0,0,0,0,0
526,Kenapa orang biadab seperti ini bisa jadi polisi. 😢,https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,1,1,0,0,0,0,0,1,1,0,0
527,"Spion rusak keleper biru kaucuk,emang jalanya mundur tu ranpur😂😂",https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,1,1,0,0,0,0,0,1,1,0,0
528,"LAHHH...GAK ADA URUSAN SPION, KAN KORBAN DIDEPAN..HADUHHH....TAEEKKK",https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,1,1,0,0,0,0,0,1,1,0,0
529,Gk msuk akal,https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,0,0,0,0,0,0,0,0,0,0,0
530,Taiii,https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,0,0,0,0,0,0,0,0,0,0,0
531,"uda sengaja kau tabrak,,,abis itu kau berenti,, pendemo bilang ada org di bawah,mala kau lindas,,, penipu arus di pecat jugak itu supir",https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,1,1,0,0,0,0,0,1,1,0,0
532,Inilah hebatnya penegakan hukum dinegeri konoha yg dikomandoi geng solo.,https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,1,0,1,0,1,0,0,0,0,1,0
533,"Spion itu untuk melihat kebelakang, yang dia lindas ada didepan 😅",https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,0,0,0,0,0,0,0,0,0,0,0
534,"KLO rakyat biasa langsung di hukum,KLO ada jabatan di tunggu kebenarannya supaya TDK d hukum",https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,0,0,0,0,0,0,0,0,0,0,0
535,INI YANG PANTAS DI PECAT.,https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,1,1,0,0,0,0,0,1,0,0,1
536,"Apapun alasan nya hukum seadil adil nya, sebelum rakyat yg menghukum nya",https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,0,0,0,0,0,0,0,0,0,0,0
